56.9393	66.6076	63.9363	51.9932	61.9292#67.5999984741	74.4000015259	79.5	100.0	28.5
62.106	73.8378	73.6613	69.2557	72.3275#67.5999984741	74.4000015259	79.5	100.0	28.5
64.0592	69.1507	63.0091	48.8457	85.5543#67.5999984741	74.4000015259	79.5	100.0	28.5
67.4924	74.3819	76.8349	75.4909	74.3376#67.5999984741	74.4000015259	79.5	100.0	28.5
62.1531	69.6973	70.3837	74.4499	67.6332#67.5999984741	74.4000015259	79.5	100.0	28.5
65.6964	74.4888	73.5262	87.0379	64.6744#67.5999984741	74.4000015259	79.5	100.0	28.5
53.8043	65.4813	66.4256	63.05	53.0247#67.5999984741	74.4000015259	79.5	100.0	28.5
70.2442	77.1796	68.8103	80.4699	54.1471#67.5999984741	74.4000015259	79.5	100.0	28.5
71.5607	81.2581	73.0025	85.7027	44.7206#67.5999984741	74.4000015259	79.5	100.0	28.5
61.2744	74.0907	72.8469	80.4888	49.4274#84.9000015259	90.1999969482	84.3000030518	100.0	29.7999992371
57.6899	70.1635	69.7653	76.7247	64.1171#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
69.0323	83.5839	81.4567	76.4012	53.0123#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
72.3111	80.8821	76.8223	84.5499	53.3654#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
65.9915	74.799	72.2716	78.9642	61.7761#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
58.3758	67.8005	67.9244	72.1284	60.1514#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
55.8442	65.9267	70.8464	82.1695	72.7415#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
66.0347	77.3982	70.697	74.1204	51.7416#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
66.3866	73.6799	65.1555	68.6842	52.3579#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
63.1059	74.4163	77.6415	79.4561	54.156#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
67.2981	75.9336	74.5937	75.8345	50.625#87.4000015259	90.9000015259	85.6999969482	100.0	30.6000003815
55.3908	63.1317	61.7556	55.3511	43.8471#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
47.5835	54.0375	56.5902	64.0183	42.9861#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
72.2666	73.8191	76.0525	107.169	40.3581#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
59.9589	65.1042	65.8307	85.6142	41.3026#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
74.6632	77.0575	77.3404	106.626	33.3525#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
54.4931	60.4776	60.3285	93.8852	16.4939#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
67.2893	73.9616	70.7633	110.631	16.9438#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
56.0926	61.0285	53.0158	72.4957	6.24067#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
67.2832	70.1733	61.7871	71.7241	17.1451#65.3000030518	76.3000030518	95.0	34.2000007629	20.3999996185
78.3707	80.7402	68.61	79.6533	11.484#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
54.1763	65.5187	65.417	57.7883	41.8837#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
59.1378	67.9986	67.2907	67.3255	41.7303#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
68.3374	76.0115	74.9057	78.7766	45.7998#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
71.3569	82.5525	82.681	73.7108	63.7606#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
64.4189	72.6007	69.2982	60.5129	50.689#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
58.5502	72.5635	73.873	66.0196	53.2688#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
63.0616	77.2007	76.1753	63.9004	61.9361#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
66.8678	83.5677	79.7892	62.8793	57.8153#77.9000015259	100.0	100.0	65.3000030518	29.7000007629
69.6453	88.6814	89.2723	75.9391	60.8194#77.5	100.0	100.0	67.4000015259	30.2999992371
78.6326	97.2421	97.2373	84.5485	63.4603#77.5	100.0	100.0	67.4000015259	30.2999992371
81.6244	94.7674	93.3428	82.7019	64.2671#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
49.1302	60.0245	59.2948	50.2911	41.4294#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
60.9537	73.8297	71.7421	61.0575	47.0368#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
55.7109	66.8653	65.6559	56.1682	46.7681#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
50.2291	58.7895	60.462	54.7531	53.1754#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
73.8251	76.1408	81.033	88.0766	67.5526#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
57.2657	80.5946	82.9972	67.1228	70.3139#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
58.8479	78.6419	80.3516	75.0006	72.1688#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
72.705	86.3136	80.4129	59.9374	56.2397#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
83.5341	94.7204	93.7733	94.0244	68.1889#63.7999992371	90.3000030518	72.1999969482	33.0	28.1000003815
75.868	85.0087	83.1356	87.1007	67.2093#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
74.1345	80.8618	84.4787	93.3775	47.8866#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
70.9818	79.4767	79.6879	84.3482	48.0281#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
69.0467	81.7753	80.36	70.2491	50.1712#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
77.3576	88.3354	86.6858	82.2385	52.551#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
83.812	100.811	99.9849	85.5207	60.5424#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
82.128	100.934	97.9146	74.2733	57.0206#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
100.312	111.003	105.687	84.4742	69.4848#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
68.811	80.0595	80.3204	73.5121	58.9979#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
63.1106	76.9592	77.9239	66.3142	52.4167#84.0999984741	100.0	85.6999969482	33.5	37.9000015259
65.9274	80.7872	75.0691	44.5528	62.7109#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
62.3815	72.9942	68.529	45.1459	65.6106#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
68.4073	74.2107	70.1511	71.4629	43.0707#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
64.2443	73.5661	66.9927	51.6059	43.495#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
72.8259	84.571	83.4513	62.9218	51.4059#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
68.9515	84.307	81.9922	61.6866	51.4175#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
64.7046	76.4294	76.5629	64.0357	44.8136#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
73.2574	86.657	81.6426	58.4044	49.043#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
81.0695	93.8578	86.1669	65.7978	58.7515#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
66.717	80.1571	78.2177	55.4889	55.9874#46.5999984741	68.4000015259	66.0999984741	35.0	38.0999984741
71.6102	82.9872	83.7713	70.1872	52.9477#97.5999984741	91.5999984741	73.3000030518	43.0999984741	56.5
66.5358	80.8643	78.8859	53.1116	54.7583#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
73.2856	86.2112	86.328	63.3715	57.8146#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
85.045	97.1963	97.6857	76.9842	56.5719#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
79.7693	95.1061	94.1539	64.3761	56.7783#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
82.6775	96.4978	96.7515	70.5958	56.9018#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
82.8199	96.1159	96.2576	72.0024	57.0439#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
82.2975	95.9401	96.1557	70.7957	57.093#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
80.5581	95.1877	97.7299	70.5087	57.975#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
82.2975	95.9401	96.1557	70.7957	57.093#97.4000015259	86.1999969482	72.5999984741	46.5	59.5
80.5581	95.1877	97.7299	70.5087	57.975#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
69.2541	77.0416	69.9488	50.3245	49.1715#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
68.6392	79.8061	72.8148	47.7655	51.0096#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
70.0367	81.3232	72.7232	53.133	43.372#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
68.9324	85.7829	70.4242	30.6998	36.9133#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
68.9855	84.8441	73.7961	38.6159	46.372#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
83.7996	98.617	88.0284	50.4593	61.4378#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
96.7645	102.635	78.137	53.3918	44.0259#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
90.6626	93.7272	68.9259	56.9759	28.776#98.0999984741	85.3000030518	72.5999984741	46.7000007629	59.2000007629
65.9473	82.1363	68.2856	27.1824	48.5989#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
73.7592	85.7359	79.5279	55.1996	56.6582#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
66.04	84.9406	78.6612	50.1431	57.6711#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
63.7224	73.4697	72.6246	62.374	55.8585#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
78.4385	85.6319	72.3375	65.3403	58.5217#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
80.1296	87.5496	72.0863	56.0812	68.4266#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
64.5723	76.0527	65.3962	42.6316	57.6432#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
44.6772	57.8365	53.6764	42.5625	53.1638#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
44.6197	58.0846	53.8875	54.8002	24.4511#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
58.222	71.8034	65.0041	43.0092	45.3254#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
57.5554	70.6175	66.8097	52.5301	48.1237#58.5	100.0	72.3000030518	42.2000007629	54.4000015259
56.0959	64.5936	61.7256	52.9024	48.3129#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
54.2297	63.4808	63.5135	58.942	46.0035#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
52.5333	66.7457	66.254	50.0927	47.9178#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
59.919	70.5564	63.4889	41.4673	70.2192#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
76.5363	88.4076	77.6906	56.5714	50.7#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
61.6702	73.7924	71.4075	48.7356	53.4308#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
58.3561	70.8442	69.0992	50.3012	51.0362#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
54.2039	65.3046	63.4533	46.9192	46.1208#78.0	100.0	76.5999984741	43.5999984741	55.7000007629
66.2491	76.6583	75.2011	60.5639	47.4229#46.5	64.0	89.5	40.5999984741	47.0
73.5845	81.6528	81.9714	64.7837	48.5411#46.5	64.0	89.5	40.5999984741	47.0
55.5851	72.4172	66.1708	55.1361	31.2435#46.5	64.0	89.5	40.5999984741	47.0
66.9572	81.5229	77.3577	59.1928	37.6521#46.5	64.0	89.5	40.5999984741	47.0
81.6283	90.7394	86.0835	74.228	44.9154#46.5	64.0	89.5	40.5999984741	47.0
57.7191	68.7462	62.799	46.0586	39.2459#46.5	64.0	89.5	40.5999984741	47.0
68.2648	79.8321	79.1353	63.505	60.5246#46.5	64.0	89.5	40.5999984741	47.0
76.1754	88.3784	84.5628	64.1959	65.6514#46.5	64.0	89.5	40.5999984741	47.0
66.4458	76.1777	68.3806	46.6793	57.8984#46.5	64.0	89.5	40.5999984741	47.0
64.2235	75.5043	70.2872	53.1883	56.7789#46.5	64.0	89.5	40.5999984741	47.0
57.2362	65.9352	56.1826	56.2975	45.7266#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
56.6791	67.9675	62.6392	56.0095	42.2432#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
66.1133	75.7626	74.3399	81.1234	46.7569#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
56.4524	67.7293	67.7349	62.4822	51.4574#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
65.4187	76.6401	78.9837	86.3915	54.0506#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
59.6433	72.8523	83.446	93.7149	63.0681#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
65.1676	78.686	89.7289	91.8712	52.3756#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
64.1005	70.7553	72.0031	76.2858	46.869#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
57.2372	68.9707	64.1266	72.0746	37.6925#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
78.4535	83.0361	79.5067	80.6773	54.2974#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
78.21	89.2957	84.8275	74.2702	61.7346#62.4000015259	96.8000030518	100.0	57.7000007629	50.0
86.0616	93.3334	98.7024	112.715	53.5672#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
77.5353	82.3627	89.5556	115.674	47.0807#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
75.6636	87.5178	89.53	87.4643	53.2829#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
66.1718	75.1809	74.4856	71.3663	55.9751#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
70.0512	80.4345	78.0117	73.7287	67.8854#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
67.1752	78.4679	76.35	70.7035	80.3045#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
67.461	80.1351	75.3579	63.6221	57.1699#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
66.6867	79.0294	77.1836	61.2867	59.6424#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
60.227	74.2673	74.5655	50.486	61.5861#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
53.4581	62.7343	62.3787	57.0929	46.1441#59.7999992371	90.9000015259	100.0	51.2999992371	47.7000007629
64.4124	67.8137	63.7758	87.6744	60.3098#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
53.3031	56.489	58.2432	77.6302	42.7717#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
59.5959	64.7793	68.8238	87.6486	55.5197#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
54.3075	62.3255	61.6868	62.807	46.2305#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
56.5474	64.3179	63.6712	65.2215	46.7252#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
57.097	64.6292	63.9344	67.1228	50.5388#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
57.097	64.6292	63.9344	67.1228	50.5388#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
57.097	64.6292	63.9344	67.1228	50.5388#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
57.097	64.6292	63.9344	67.1228	50.5388#48.7000007629	52.7999992371	58.5	64.9000015259	40.0999984741
57.097	64.6292	63.9344	67.1228	50.5388#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
64.6255	69.4226	60.0447	59.6687	55.7274#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
59.7167	66.1194	62.7528	68.3145	43.2538#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
78.2553	78.9787	58.38	73.274	52.413#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
61.947	72.6329	72.6964	68.2893	52.772#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
58.9345	75.7389	71.4322	46.4756	53.1177#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
62.1242	77.4967	72.777	55.9266	49.1859#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
75.8645	85.561	86.3324	108.068	54.776#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
71.7238	81.2814	80.6654	88.3534	52.4056#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
77.0515	85.112	83.9966	94.3037	52.4508#50.0	54.5999984741	60.7000007629	100.0	36.2999992371
69.4005	71.8895	64.9521	65.5702	48.723#78.0	82.4000015259	77.0	100.0	36.5999984741
92.7851	96.4018	89.8157	95.3607	62.0653#78.0	82.4000015259	77.0	100.0	36.5999984741
90.4622	95.1538	89.7943	96.6536	59.6528#78.0	82.4000015259	77.0	100.0	36.5999984741
90.9734	95.7861	91.8225	106.153	54.7722#78.0	82.4000015259	77.0	100.0	36.5999984741
78.5799	79.8825	73.8543	112.214	30.3669#78.0	82.4000015259	77.0	100.0	36.5999984741
84.6049	88.3106	83.1424	91.1497	58.4391#78.0	82.4000015259	77.0	100.0	36.5999984741
83.1916	88.2023	84.4914	92.9972	57.6508#78.0	82.4000015259	77.0	100.0	36.5999984741
74.5508	80.5008	78.3271	83.9715	52.5191#78.0	82.4000015259	77.0	100.0	36.5999984741
62.1569	71.1696	67.9873	64.2725	51.9596#78.0	82.4000015259	77.0	100.0	36.5999984741
55.7929	63.4961	58.4064	51.2564	57.1941#78.0	82.4000015259	77.0	100.0	36.5999984741
56.9938	66.4928	63.9592	54.0496	52.9999#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
75.8944	86.0647	82.6319	72.2231	53.8413#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
79.8353	86.9389	74.4951	48.4016	46.9077#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
67.3485	76.8157	68.5876	57.004	44.2449#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
67.0062	74.7365	67.6897	65.2828	38.7416#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
71.3515	76.7899	66.1497	57.5859	38.7497#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
72.7521	78.3597	68.0717	69.8549	33.6454#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
68.8113	74.4213	65.9325	48.8581	46.3588#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
69.8585	76.6897	69.3802	65.8057	43.0644#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
56.2949	66.9363	66.1575	67.4896	38.8343#85.6999969482	90.0	85.1999969482	100.0	34.9000015259
68.7669	79.5169	79.001	81.1923	47.3193#86.5999984741	90.6999969482	85.0	100.0	35.5
72.8399	81.4079	78.3095	86.2639	38.3268#86.5	90.0	85.3000030518	100.0	35.4000015259
87.8409	95.3345	88.8582	93.5143	49.3151#86.5	90.0	85.3000030518	100.0	35.4000015259
64.6912	74.1702	73.8185	78.0622	51.9777#86.5	90.0	85.3000030518	100.0	35.4000015259
70.1092	79.0839	77.4992	85.3316	49.8539#86.5	90.0	85.3000030518	100.0	35.4000015259
68.69	78.7982	77.6097	77.5185	50.9726#86.5	90.0	85.3000030518	100.0	35.4000015259
73.6488	84.0991	78.4588	65.733	51.0472#86.5	90.0	85.3000030518	100.0	35.4000015259
70.1812	79.1387	76.097	71.3213	50.9669#86.5	90.0	85.3000030518	100.0	35.4000015259
64.3074	74.427	73.6262	70.6493	47.1466#86.5	90.0	85.3000030518	100.0	35.4000015259
67.519	78.2303	76.4124	72.9254	48.022#86.5	90.0	85.3000030518	100.0	35.4000015259
63.007	73.92	73.3746	77.393	47.136#86.5	90.0	85.3000030518	100.0	35.4000015259
63.1883	73.2146	70.0454	66.0677	43.2757#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
63.0722	71.8781	70.7262	72.1709	43.4362#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
60.0488	67.6769	66.5819	63.9684	47.7541#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
65.0158	72.1383	71.2371	79.5513	39.8196#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
75.8385	78.963	74.4024	81.8508	51.8632#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
69.8066	74.6355	70.9798	87.2104	50.2811#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
69.4323	81.4695	80.5927	76.0347	52.1747#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
67.4012	76.2165	74.318	72.6457	52.4583#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
77.9334	82.2111	67.7292	71.3367	78.2508#58.9000015259	61.0999984741	61.2999992371	48.7000007629	36.2999992371
73.7576	81.7285	76.8808	74.9148	64.4191#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
46.6291	61.6341	64.5083	61.858	43.4346#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
42.8257	60.4625	67.9632	75.3291	47.7293#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
73.1918	78.4472	68.9209	71.0626	61.965#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
61.723	70.4463	67.1782	67.3177	52.4206#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
63.8442	72.468	63.1584	51.6322	60.5243#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
54.0245	66.2478	65.7366	57.2203	48.8781#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
55.8561	68.7751	68.0102	60.1638	49.7372#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
62.5743	72.0983	66.9247	62.9813	48.3008#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
65.571	78.8527	72.2069	60.6599	48.9118#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
66.3138	70.984	66.884	70.0865	43.662#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
69.2796	75.8038	73.3307	70.9739	48.8707#59.2000007629	60.2000007629	61.2000007629	46.5999984741	36.5999984741
61.3988	72.7257	72.082	69.2256	65.5789#57.7999992371	61.0999984741	63.2000007629	54.0	71.6999969482
62.6488	73.7435	70.2931	64.9156	66.2896#57.7999992371	61.0999984741	63.2000007629	54.0	71.6999969482
