2016-10-14-16-53-52	6.7	1.5	164.4	29.7	11.5	178.0	52.3	78.8	85.3	78.1	39.3	100.0	99.9	99.9	99.9	99.9
2016-10-14-16-53-104	6.7	1.5	164.4	29.7	11.5	178.0	52.3	78.8	85.3	78.1	39.3	100.0	99.9	99.9	99.9	99.9
2016-10-14-16-53-156	6.7	1.5	164.4	29.7	11.5	178.0	52.3	78.8	85.3	78.1	39.3	100.0	99.9	99.9	99.9	99.9
2016-10-14-16-53-208	6.7	1.5	164.4	29.7	11.5	178.0	52.3	78.8	85.3	78.1	39.3	100.0	99.9	99.9	99.9	99.9
2016-10-14-16-53-259	6.7	1.5	164.4	29.7	11.5	178.0	52.3	78.8	85.3	78.1	39.3	100.0	99.9	99.9	99.9	99.9
2016-10-14-16-53-310	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-362	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-414	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-466	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-518	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-570	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-622	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-674	5.2	0.4	163.8	27.7	12.3	176.9	48.7	68.1	72.8	100.0	33.3	99.8	99.9	99.9	99.8	99.9
2016-10-14-16-53-725	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-777	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-829	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-881	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-932	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-983	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1034	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1086	5.6	0.6	163.2	27.8	13.1	177.0	43.9	56.8	70.2	29.8	27.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1138	6.1	1.0	163.2	28.1	13.2	177.1	43.7	56.9	74.3	28.3	28.1	100.0	99.8	99.9	99.9	99.9
2016-10-14-16-53-1189	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1241	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1292	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1344	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1396	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1448	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1500	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1552	4.9	0.5	162.9	29.9	14.2	178.6	39.4	60.6	66.3	18.9	29.3	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1604	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1655	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1706	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1758	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1809	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1861	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1913	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-1965	4.8	0.7	162.6	28.2	13.1	177.8	33.9	49.7	39.0	17.7	29.7	100.0	99.9	99.8	99.9	99.9
2016-10-14-16-53-2017	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2068	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2119	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2171	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2222	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2274	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
